0,0.403333333333
1,0.716666666667
2,0.753333333333
3,0.793333333333
4,0.793333333333
5,0.793333333333
6,0.796666666667
7,0.81
8,0.813333333333
9,0.81
10,0.816666666667
11,0.82
12,0.823333333333
13,0.826666666667
14,0.83
15,0.84
16,0.84
17,0.843333333333
18,0.843333333333
19,0.846666666667
20,0.846666666667
21,0.846666666667
22,0.856666666667
23,0.86
24,0.86
25,0.86
26,0.866666666667
27,0.866666666667
28,0.863333333333
29,0.866666666667
30,0.866666666667
31,0.863333333333
32,0.863333333333
33,0.863333333333
34,0.863333333333
